RefDes     X          Y          Rot.       Exact     (FREE)    Side
TP3        8350.0000  3625.0000  000        EXACT     (FREE)    Top                           
TP4        8175.0000  3625.0000  000        EXACT     (FREE)    Top                           
TP5        7675.0000  3625.0000  000        EXACT     (FREE)    Top                           
TP6        7825.0000  3625.0000  000        EXACT     (FREE)    Top                           
TP7        8175.0000  3800.0000  000        EXACT     (FREE)    Top                           
TP8        7825.0000  3800.0000  000        EXACT     (FREE)    Top                           
TP9        1025.0000  3175.0000  000        EXACT     (FREE)    Top                           
TP10       4198.5490  4611.0432  000        EXACT     (FREE)    Top                           
TP11       8406.5000  430.0000   000        EXACT     (FREE)    Top                           
TP12       3100.0000  1275.0000  000        EXACT     (FREE)    Top                           
TP13       3832.5000  3972.5000  000        EXACT     (FREE)    Top                           
TP14       3680.0000  2200.0000  000        EXACT     (FREE)    Top                           
TP15       2565.0000  2350.0000  000        EXACT     (FREE)    Top                           
TP16       3520.0000  2965.0000  000        EXACT     (FREE)    Top                           
TP17       6775.0000  1075.0000  000        EXACT     (FREE)    Top                           
TP18       7000.0000  1070.0000  000        EXACT     (FREE)    Top                           
TP19       7650.0000  2000.0000  000        EXACT     (FREE)    Top                           
TP20       7650.0000  1825.0000  000        EXACT     (FREE)    Top                           
TP21       7825.0000  1825.0000  000        EXACT     (FREE)    Top                           
TP22       1775.0000  3175.0000  000        EXACT     (FREE)    Top                           
TP23       1575.0000  3175.0000  000        EXACT     (FREE)    Top                           
TP24       1775.0000  2950.0000  000        EXACT     (FREE)    Top                           
TP25       6375.0000  5150.0000  000        EXACT     (FREE)    Top                           
TP26       6850.0000  4275.0000  000        EXACT     (FREE)    Top                           
TP27       6675.0000  4275.0000  000        EXACT     (FREE)    Top                           
TP28       7025.0000  4275.0000  000        EXACT     (FREE)    Top                           
TP29       6825.0000  3000.0000  000        EXACT     (FREE)    Top                           
TP30       8175.0000  1825.0000  000        EXACT     (FREE)    Top                           
TP31       8175.0000  1650.0000  000        EXACT     (FREE)    Top                           
TP32       8000.0000  1650.0000  000        EXACT     (FREE)    Top                           
TP33       8000.0000  1825.0000  000        EXACT     (FREE)    Top                           
TP34       8350.0000  3800.0000  000        EXACT     (FREE)    Top                           
TP35       8000.0000  3625.0000  000        EXACT     (FREE)    Top                           
TP36       8000.0000  3800.0000  000        EXACT     (FREE)    Top                           
TP37       7675.0000  3800.0000  000        EXACT     (FREE)    Top                           
TP38       8425.5000  1465.0000  000        EXACT     (FREE)    Top                           
TP39       8708.5000  1463.5000  000        EXACT     (FREE)    Top                           
TP40       8747.5000  423.5000   000        EXACT     (FREE)    Top                           
TP41       8631.5000  1720.5000  000        EXACT     (FREE)    Top                           
TP42       6450.0000  3850.0000  000        EXACT     (FREE)    Top                           
TP43       6225.0000  3700.0000  000        EXACT     (FREE)    Top                           
TP44       6225.0000  3525.0000  000        EXACT     (FREE)    Top                           
TP45       6225.0000  3350.0000  000        EXACT     (FREE)    Top                           
TP46       8324.0000  194.5000   000        EXACT     (FREE)    Top                           
TP47       1838.0000  1610.0000  000        EXACT     (FREE)    Top                           
TP48       2900.0000  1275.0000  000        EXACT     (FREE)    Top                           
TP49       3700.0000  1200.0000  000        EXACT     (FREE)    Top                           
TP50       4293.5007  3946.0428  000        EXACT     (FREE)    Top                           
TP51       6050.0000  140.0000   000        EXACT     (FREE)    Top                           
TP52       3005.0000  3125.0000  000        EXACT     (FREE)    Top                           
TP53       2565.0000  2510.0000  000        EXACT     (FREE)    Top                           
TP54       3300.0000  2140.0000  000        EXACT     (FREE)    Top                           
TP55       3445.0000  2140.0000  000        EXACT     (FREE)    Top                           
TP56       6675.0000  450.0000   000        EXACT     (FREE)    Top                           
TP57       6025.0000  2150.0000  000        EXACT     (FREE)    Top                           
TP58       5625.0000  2500.0000  000        EXACT     (FREE)    Top                           
TP59       5200.0000  1475.0000  000        EXACT     (FREE)    Top                           
TP60       5200.0000  1300.0000  000        EXACT     (FREE)    Top                           
TP61       4075.0000  825.0000   000        EXACT     (FREE)    Top                           
TP62       4739.5000  1965.5000  000        EXACT     (FREE)    Top                           
TP63       4075.0000  1175.0000  000        EXACT     (FREE)    Top                           
TP64       6825.0000  2825.0000  000        EXACT     (FREE)    Top                           
TP65       1200.0000  3175.0000  180        EXACT     (FREE)    Top                           
TP66       1375.0000  3175.0000  000        EXACT     (FREE)    Top                           
TP67       4925.0000  5275.0000  000        EXACT     (FREE)    Top                           
TP68       3295.0000  720.0000   000        EXACT     (FREE)    Top                           
TP69       3470.0000  720.0000   000        EXACT     (FREE)    Top                           
TP70       8139.5000  526.5000   090        EXACT     (FREE)    Top                           
TP71       8139.5000  171.5000   090        EXACT     (FREE)    Top                           
TP72       3680.0000  2360.0000  000        EXACT     (FREE)    Top                           
TP73       3875.0000  2525.0000  000        EXACT     (FREE)    Top                           
TP74       3680.5000  2675.0000  000        EXACT     (FREE)    Top                           
TP75       3680.0000  2850.0000  000        EXACT     (FREE)    Top                           
TP76       3680.0000  2525.0000  000        EXACT     (FREE)    Top                           
TP77       6825.0000  1775.0000  000        EXACT     (FREE)    Top                           
TP78       6825.0000  2300.0000  000        EXACT     (FREE)    Top                           
TP79       6825.0000  2125.0000  000        EXACT     (FREE)    Top                           
TP80       6825.0000  1950.0000  000        EXACT     (FREE)    Top                           
TP81       5240.0000  3375.0000  000        EXACT     (FREE)    Top                           
TP82       5975.0000  2325.0000  000        EXACT     (FREE)    Top                           
TP83       5450.0000  2325.0000  000        EXACT     (FREE)    Top                           
TP84       5800.0000  2500.0000  000        EXACT     (FREE)    Top                           
TP85       4500.0000  1650.0000  000        EXACT     (FREE)    Top                           
TP86       4300.0000  1650.0000  000        EXACT     (FREE)    Top                           
TP87       4300.0000  700.0000   000        EXACT     (FREE)    Top                           
TP88       4075.0000  1000.0000  000        EXACT     (FREE)    Top                           
TP89       4075.0000  1350.0000  000        EXACT     (FREE)    Top                           
TP90       5175.0000  1000.0000  000        EXACT     (FREE)    Top                           
TP91       5175.0000  1150.0000  000        EXACT     (FREE)    Top                           
TP92       4300.0000  1475.0000  000        EXACT     (FREE)    Top                           
TP93       7000.0000  3000.0000  000        EXACT     (FREE)    Top                           
TP94       7000.0000  2825.0000  000        EXACT     (FREE)    Top                           
TP95       7000.0000  2650.0000  000        EXACT     (FREE)    Top                           
TP96       7000.0000  2475.0000  000        EXACT     (FREE)    Top                           
TP97       6825.0000  2650.0000  000        EXACT     (FREE)    Top                           
TP98       5045.0000  695.0000   000        EXACT     (FREE)    Top                           
TP99       1075.0000  975.0000   000        EXACT     (FREE)    Top                           
TP100      5525.0000  5275.0000  000        EXACT     (FREE)    Top                           
TP101      5800.0000  2325.0000  000        EXACT     (FREE)    Top                           
TP102      5625.0000  2325.0000  000        EXACT     (FREE)    Top                           
TP103      7525.0000  3625.0000  000        EXACT     (FREE)    Top                           
TP104      7525.0000  3800.0000  000        EXACT     (FREE)    Top                           
TP105      2640.0000  1985.0000  000        EXACT     (FREE)    Top                           
TP106      3160.0000  3125.0000  000        EXACT     (FREE)    Top                           
TP107      1775.0000  2575.0000  000        EXACT     (FREE)    Top                           
TP108      1775.0000  2775.0000  000        EXACT     (FREE)    Top                           
TP109      6100.0000  325.0000   000        EXACT     (FREE)    Top                           
TP110      6675.0000  275.0000   000        EXACT     (FREE)    Top                           
TP111      6775.0000  625.0000   000        EXACT     (FREE)    Top                           
TP112      6850.0000  450.0000   000        EXACT     (FREE)    Top                           
TP113      6775.0000  925.0000   000        EXACT     (FREE)    Top                           
TP114      6775.0000  775.0000   000        EXACT     (FREE)    Top                           
TP115      6275.0000  1150.0000  000        EXACT     (FREE)    Top                           
TP116      6450.0000  1150.0000  000        EXACT     (FREE)    Top                           
TP117      2175.0000  175.0000   000        EXACT     (FREE)    Top                           
TP118      2400.0000  175.0000   000        EXACT     (FREE)    Top                           
TP119      3355.0000  2965.0000  000        EXACT     (FREE)    Top                           
TP120      2565.0000  2675.0000  000        EXACT     (FREE)    Top                           
TP121      7650.0000  1650.0000  000        EXACT     (FREE)    Top                           
TP122      7825.0000  1650.0000  000        EXACT     (FREE)    Top                           
TP123      6075.0000  2875.0000  000        EXACT     (FREE)    Top                           
TP124      6075.0000  2700.0000  000        EXACT     (FREE)    Top                           
TP125      4575.0000  2950.0000  000        EXACT     (FREE)    Top                           
TP126      4575.0000  3350.0000  000        EXACT     (FREE)    Top                           
TP127      1200.0000  2300.0000  180        EXACT     (FREE)    Top                           
TP128      1350.0000  2300.0000  000        EXACT     (FREE)    Top                           
TP129      1920.0000  3065.0000  000        EXACT     (FREE)    Top                           
TP130      2005.0000  3200.0000  000        EXACT     (FREE)    Top                           
TP131      2565.0000  2845.0000  000        EXACT     (FREE)    Top                           
TP132      2845.0000  2965.0000  000        EXACT     (FREE)    Top                           
TP133      2845.0000  3130.0000  000        EXACT     (FREE)    Top                           
TP134      3355.0000  3130.0000  000        EXACT     (FREE)    Top                           
TP135      2590.0000  1360.0000  000        EXACT     (FREE)    Top                           
TP136      2430.0000  1360.0000  000        EXACT     (FREE)    Top                           
TP137      1231.0000  271.5000   000        EXACT     (FREE)    Top                           
TP138      1070.5000  796.5000   000        EXACT     (FREE)    Top                           
U1         4100.0000  3000.0000  000        EXACT     (FREE)    Top                           
U2         5550.0000  1800.0000  000        EXACT     (FREE)    Top                           
U3         7579.5000  426.5000   000        EXACT     (FREE)    Top                           
U4         4245.0000  2665.0000  000        EXACT     (FREE)    Top                           
U5         6350.0000  2750.0000  270        EXACT     (FREE)    Top                           
U6         6400.0000  1725.0000  180        EXACT     (FREE)    Top                           
U7         2256.0000  2952.5000  000        EXACT     (FREE)    Top                           
U8         3925.0000  3150.0000  270        EXACT     (FREE)    Top                           
U9         5542.5000  1100.0000  090        EXACT     (FREE)    Top                           
U10        7868.5000  1367.0000  180        EXACT     (FREE)    Top                           
U11        3100.0000  2530.0000  180        EXACT     (FREE)    Top                           
U12        2325.0000  475.0000   000        EXACT     (FREE)    Top                           
U13        6400.0000  800.0000   090        EXACT     (FREE)    Top                           
U14        1266.0745  1034.4620  000        EXACT     (FREE)    Top                           
U15        2930.0000  2720.0000  000        EXACT     (FREE)    Top                           
U16        1300.0000  2775.0000  180        EXACT     (FREE)    Top                           
U17        925.0000   2925.0000  180        EXACT     (FREE)    Top                           
U18        6500.0000  350.0000   090        EXACT     (FREE)    Top                           
U19        3375.0000  1275.0000  090        EXACT     (FREE)    Top                           
U20        4420.0000  260.0000   090        EXACT     (FREE)    Top                           
U21        4595.0000  2240.0000  270        EXACT     (FREE)    Top                           
U22        1900.0000  2150.0000  000        EXACT     (FREE)    Top                           
U23        6725.0000  3550.0000  270        EXACT     (FREE)    Top                           
U24        2950.0000  775.0000   000        EXACT     (FREE)    Top                           
U25        7950.0000  2625.0000  000        EXACT     (FREE)    Top                           
U26        5275.0000  4325.0000  000        EXACT     (FREE)    Top                           
U27        3650.0000  295.0000   000        EXACT     (FREE)    Top                           
U28        3275.0000  975.0000   090        EXACT     (FREE)    Top                           
U29        7425.0000  1925.0000  000        EXACT     (FREE)    Top                           
U30        7250.0000  2200.0000  000        EXACT     (FREE)    Top                           
U31        5760.0000  565.0000   000        EXACT     (FREE)    Top                           
U32        4700.0000  1050.0000  180        EXACT     (FREE)    Top                           
U33        3660.0000  450.0000   090        EXACT     (FREE)    Top                           
U34        3790.0000  415.0000   270        EXACT     (FREE)    Top                           
U35        5845.0000  5320.0000  180        EXACT     (FREE)    Top                           
U36        6415.0000  4165.0000  180        EXACT     (FREE)    Top                           
U37        2500.0000  1575.0000  000        EXACT     (FREE)    Top                           
U38        7849.5000  985.0000   180        EXACT     (FREE)    Top                           
U39        7355.0000  1094.5000  000        EXACT     (FREE)    Top                           
U40        6978.5000  320.5000   270        EXACT     (FREE)    Top                           
U41        6819.5000  283.5000   270        EXACT     (FREE)    Top                           
U42        1393.0000  311.5000   270        EXACT     (FREE)    Top                           
U43        1201.5000  507.5000   270        EXACT     (FREE)    Top                           
X1         8075.0000  2850.0000  000        EXACT     (FREE)    Top                           
X2         5775.0000  1750.0000  270        EXACT     (FREE)    Top                           
X3         2375.0000  1730.0000  000        EXACT     (FREE)    Top                           
X4         7805.0000  2880.0000  180        EXACT     (FREE)    Top                           
ZA1        6050.0000  500.0000   180        EXACT     (FREE)    Top                           
ZA2        1975.0000  450.0000   180        EXACT     (FREE)    Top                           
ZA3        2500.0000  600.0000   000        EXACT     (FREE)    Top                           
